doc_title,para_num,sentence_num,token_num,pos_tuple,pos,token_str,term_str,pos_group,n_char
THE FOUR CLEVER BROTHERS,10,3,34,"('that', 'IN')",IN,that,that,IN,4
THE FOUR CLEVER BROTHERS,10,3,35,"('he', 'PRP')",PRP,he,he,PR,2
THE FOUR CLEVER BROTHERS,10,3,36,"('fell', 'VBD')",VBD,fell,fell,VB,4
THE FOUR CLEVER BROTHERS,10,3,37,"('down', 'RB')",RB,down,down,RB,4
THE FOUR CLEVER BROTHERS,10,3,38,"('dead', 'JJ')",JJ,dead,dead,JJ,4
THE FOUR CLEVER BROTHERS,10,4,0,"('They', 'PRP')",PRP,They,they,PR,4
THE FOUR CLEVER BROTHERS,10,4,1,"('were', 'VBD')",VBD,were,were,VB,4
THE FOUR CLEVER BROTHERS,10,4,2,"('still', 'RB')",RB,still,still,RB,5
THE FOUR CLEVER BROTHERS,10,4,3,"('not', 'RB')",RB,not,not,RB,3
THE FOUR CLEVER BROTHERS,10,4,4,"('safe', 'JJ')",JJ,safe,safe,JJ,4
THE FOUR CLEVER BROTHERS,10,5,0,"('for', 'IN')",IN,for,for,IN,3
THE FOUR CLEVER BROTHERS,10,5,1,"('he', 'PRP')",PRP,he,he,PR,2
THE FOUR CLEVER BROTHERS,10,5,2,"('was', 'VBD')",VBD,was,was,VB,3
THE FOUR CLEVER BROTHERS,10,5,3,"('such', 'JJ')",JJ,such,such,JJ,4
THE FOUR CLEVER BROTHERS,10,5,4,"('a', 'DT')",DT,a,a,DT,1
THE FOUR CLEVER BROTHERS,10,5,5,"('great', 'JJ')",JJ,great,great,JJ,5
THE FOUR CLEVER BROTHERS,10,5,6,"('beast', 'NN')",NN,beast,beast,NN,5
THE FOUR CLEVER BROTHERS,10,5,7,"('that', 'IN')",IN,that,that,IN,4
THE FOUR CLEVER BROTHERS,10,5,8,"('in', 'IN')",IN,in,in,IN,2
THE FOUR CLEVER BROTHERS,10,5,9,"('his', 'PRP$')",PRP$,his,his,PR,3
THE FOUR CLEVER BROTHERS,10,5,10,"('fall', 'NN')",NN,fall,fall,NN,4
THE FOUR CLEVER BROTHERS,10,5,11,"('he', 'PRP')",PRP,he,he,PR,2
THE FOUR CLEVER BROTHERS,10,5,12,"('overset', 'VBD')",VBD,overset,overset,VB,7
THE FOUR CLEVER BROTHERS,10,5,13,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,10,5,14,"('boat', 'NN')",NN,boat,boat,NN,4
THE FOUR CLEVER BROTHERS,10,5,15,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,10,5,16,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,10,5,17,"('they', 'PRP')",PRP,they,they,PR,4
THE FOUR CLEVER BROTHERS,10,5,18,"('had', 'VBD')",VBD,had,had,VB,3
THE FOUR CLEVER BROTHERS,10,5,19,"('to', 'TO')",TO,to,to,TO,2
THE FOUR CLEVER BROTHERS,10,5,20,"('swim', 'VB')",VB,swim,swim,VB,4
THE FOUR CLEVER BROTHERS,10,5,21,"('in', 'IN')",IN,in,in,IN,2
THE FOUR CLEVER BROTHERS,10,5,22,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,10,5,23,"('open', 'JJ')",JJ,open,open,JJ,4
THE FOUR CLEVER BROTHERS,10,5,24,"('sea', 'NN')",NN,sea,sea,NN,3
THE FOUR CLEVER BROTHERS,10,5,25,"('upon', 'IN')",IN,upon,upon,IN,4
THE FOUR CLEVER BROTHERS,10,5,26,"('a', 'DT')",DT,a,a,DT,1
THE FOUR CLEVER BROTHERS,10,5,27,"('few', 'JJ')",JJ,few,few,JJ,3
THE FOUR CLEVER BROTHERS,10,5,28,"('planks', 'NNS')",NNS,planks,planks,NN,6
THE FOUR CLEVER BROTHERS,10,6,0,"('So', 'IN')",IN,So,so,IN,2
THE FOUR CLEVER BROTHERS,10,6,1,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,10,6,2,"('tailor', 'NN')",NN,tailor,tailor,NN,6
THE FOUR CLEVER BROTHERS,10,6,3,"('took', 'VBD')",VBD,took,took,VB,4
THE FOUR CLEVER BROTHERS,10,6,4,"('his', 'PRP$')",PRP$,his,his,PR,3
THE FOUR CLEVER BROTHERS,10,6,5,"('needle', 'JJ')",JJ,needle,needle,JJ,6
THE FOUR CLEVER BROTHERS,10,6,6,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,10,6,7,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,10,6,8,"('with', 'IN')",IN,with,with,IN,4
THE FOUR CLEVER BROTHERS,10,6,9,"('a', 'DT')",DT,a,a,DT,1
THE FOUR CLEVER BROTHERS,10,6,10,"('few', 'JJ')",JJ,few,few,JJ,3
THE FOUR CLEVER BROTHERS,10,6,11,"('large', 'JJ')",JJ,large,large,JJ,5
THE FOUR CLEVER BROTHERS,10,6,12,"('stitches', 'NNS')",NNS,stitches,stitches,NN,8
THE FOUR CLEVER BROTHERS,10,6,13,"('put', 'VBD')",VBD,put,put,VB,3
THE FOUR CLEVER BROTHERS,10,6,14,"('some', 'DT')",DT,some,some,DT,4
THE FOUR CLEVER BROTHERS,10,6,15,"('of', 'IN')",IN,of,of,IN,2
THE FOUR CLEVER BROTHERS,10,6,16,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,10,6,17,"('planks', 'NNS')",NNS,planks,planks,NN,6
THE FOUR CLEVER BROTHERS,10,6,18,"('together', 'RB')",RB,together,together,RB,8
THE FOUR CLEVER BROTHERS,10,7,0,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,10,7,1,"('he', 'PRP')",PRP,he,he,PR,2
THE FOUR CLEVER BROTHERS,10,7,2,"('sat', 'VBD')",VBD,sat,sat,VB,3
THE FOUR CLEVER BROTHERS,10,7,3,"('down', 'RP')",RP,down,down,RP,4
THE FOUR CLEVER BROTHERS,10,7,4,"('upon', 'IN')",IN,upon,upon,IN,4
THE FOUR CLEVER BROTHERS,10,7,5,"('these', 'DT')",DT,these,these,DT,5
THE FOUR CLEVER BROTHERS,10,7,6,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,10,7,7,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,10,7,8,"('sailed', 'VBD')",VBD,sailed,sailed,VB,6
THE FOUR CLEVER BROTHERS,10,7,9,"('about', 'RB')",RB,about,about,RB,5
THE FOUR CLEVER BROTHERS,10,7,10,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,10,7,11,"('gathered', 'VBD')",VBD,gathered,gathered,VB,8
THE FOUR CLEVER BROTHERS,10,7,12,"('up', 'RP')",RP,up,up,RP,2
THE FOUR CLEVER BROTHERS,10,7,13,"('all', 'DT')",DT,all,all,DT,3
THE FOUR CLEVER BROTHERS,10,7,14,"('pieces', 'NNS')",NNS,pieces,pieces,NN,6
THE FOUR CLEVER BROTHERS,10,7,15,"('of', 'IN')",IN,of,of,IN,2
THE FOUR CLEVER BROTHERS,10,7,16,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,10,7,17,"('boat', 'NN')",NN,boat,boat,NN,4
THE FOUR CLEVER BROTHERS,10,8,0,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,10,8,1,"('then', 'RB')",RB,then,then,RB,4
THE FOUR CLEVER BROTHERS,10,8,2,"('tacked', 'VBD')",VBD,tacked,tacked,VB,6
THE FOUR CLEVER BROTHERS,10,8,3,"('them', 'PRP')",PRP,them,them,PR,4
THE FOUR CLEVER BROTHERS,10,8,4,"('together', 'RB')",RB,together,together,RB,8
THE FOUR CLEVER BROTHERS,10,8,5,"('so', 'RB')",RB,so,so,RB,2
THE FOUR CLEVER BROTHERS,10,8,6,"('quickly', 'RB')",RB,quickly,quickly,RB,7
THE FOUR CLEVER BROTHERS,10,8,7,"('that', 'IN')",IN,that,that,IN,4
THE FOUR CLEVER BROTHERS,10,8,8,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,10,8,9,"('boat', 'NN')",NN,boat,boat,NN,4
THE FOUR CLEVER BROTHERS,10,8,10,"('was', 'VBD')",VBD,was,was,VB,3
THE FOUR CLEVER BROTHERS,10,8,11,"('soon', 'RB')",RB,soon,soon,RB,4
THE FOUR CLEVER BROTHERS,10,8,12,"('ready', 'JJ')",JJ,ready,ready,JJ,5
THE FOUR CLEVER BROTHERS,10,8,13,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,10,8,14,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,10,8,15,"('they', 'PRP')",PRP,they,they,PR,4
THE FOUR CLEVER BROTHERS,10,8,16,"('then', 'RB')",RB,then,then,RB,4
THE FOUR CLEVER BROTHERS,10,8,17,"('reached', 'VBD')",VBD,reached,reached,VB,7
THE FOUR CLEVER BROTHERS,10,8,18,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,10,8,19,"('ship', 'NN')",NN,ship,ship,NN,4
THE FOUR CLEVER BROTHERS,10,8,20,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,10,8,21,"('got', 'VBD')",VBD,got,got,VB,3
THE FOUR CLEVER BROTHERS,10,8,22,"('home', 'NN')",NN,home,home,NN,4
THE FOUR CLEVER BROTHERS,10,8,23,"('safe', 'NN')",NN,safe,safe,NN,4
THE FOUR CLEVER BROTHERS,11,0,0,"('When', 'WRB')",WRB,When,when,WR,4
THE FOUR CLEVER BROTHERS,11,0,1,"('they', 'PRP')",PRP,they,they,PR,4
THE FOUR CLEVER BROTHERS,11,0,2,"('had', 'VBD')",VBD,had,had,VB,3
THE FOUR CLEVER BROTHERS,11,0,3,"('brought', 'VBN')",VBN,brought,brought,VB,7
THE FOUR CLEVER BROTHERS,11,0,4,"('home', 'NN')",NN,home,home,NN,4
THE FOUR CLEVER BROTHERS,11,0,5,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,0,6,"('princess', 'NN')",NN,princess,princess,NN,8
THE FOUR CLEVER BROTHERS,11,0,7,"('to', 'TO')",TO,to,to,TO,2
THE FOUR CLEVER BROTHERS,11,0,8,"('her', 'PRP$')",PRP$,her,her,PR,3
THE FOUR CLEVER BROTHERS,11,0,9,"('father', 'NN')",NN,father,father,NN,6
THE FOUR CLEVER BROTHERS,11,0,10,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,0,11,"('there', 'EX')",EX,there,there,EX,5
THE FOUR CLEVER BROTHERS,11,0,12,"('was', 'VBD')",VBD,was,was,VB,3
THE FOUR CLEVER BROTHERS,11,0,13,"('great', 'JJ')",JJ,great,great,JJ,5
THE FOUR CLEVER BROTHERS,11,0,14,"('rejoicing', 'NN')",NN,rejoicing,rejoicing,NN,9
THE FOUR CLEVER BROTHERS,11,1,0,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,11,1,1,"('he', 'PRP')",PRP,he,he,PR,2
THE FOUR CLEVER BROTHERS,11,1,2,"('said', 'VBD')",VBD,said,said,VB,4
THE FOUR CLEVER BROTHERS,11,1,3,"('to', 'TO')",TO,to,to,TO,2
THE FOUR CLEVER BROTHERS,11,1,4,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,1,5,"('four', 'CD')",CD,four,four,CD,4
THE FOUR CLEVER BROTHERS,11,1,6,"('brothers', 'NNS')",NNS,brothers,brothers,NN,8
THE FOUR CLEVER BROTHERS,11,1,7,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,1,8,"('‘', 'VBP')",VBP,‘,,VB,1
THE FOUR CLEVER BROTHERS,11,1,9,"('One', 'CD')",CD,One,one,CD,3
THE FOUR CLEVER BROTHERS,11,1,10,"('of', 'IN')",IN,of,of,IN,2
THE FOUR CLEVER BROTHERS,11,1,11,"('you', 'PRP')",PRP,you,you,PR,3
THE FOUR CLEVER BROTHERS,11,1,12,"('shall', 'MD')",MD,shall,shall,MD,5
THE FOUR CLEVER BROTHERS,11,1,13,"('marry', 'VB')",VB,marry,marry,VB,5
THE FOUR CLEVER BROTHERS,11,1,14,"('her', 'PRP')",PRP,her,her,PR,3
THE FOUR CLEVER BROTHERS,11,1,15,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,1,16,"('but', 'CC')",CC,but,but,CC,3
THE FOUR CLEVER BROTHERS,11,1,17,"('you', 'PRP')",PRP,you,you,PR,3
THE FOUR CLEVER BROTHERS,11,1,18,"('must', 'MD')",MD,must,must,MD,4
THE FOUR CLEVER BROTHERS,11,1,19,"('settle', 'VB')",VB,settle,settle,VB,6
THE FOUR CLEVER BROTHERS,11,1,20,"('amongst', 'NN')",NN,amongst,amongst,NN,7
THE FOUR CLEVER BROTHERS,11,1,21,"('yourselves', 'NNS')",NNS,yourselves,yourselves,NN,10
THE FOUR CLEVER BROTHERS,11,1,22,"('which', 'WDT')",WDT,which,which,WD,5
THE FOUR CLEVER BROTHERS,11,1,23,"('it', 'PRP')",PRP,it,it,PR,2
THE FOUR CLEVER BROTHERS,11,1,24,"('is', 'VBZ')",VBZ,is,is,VB,2
THE FOUR CLEVER BROTHERS,11,1,25,"('to', 'TO')",TO,to,to,TO,2
THE FOUR CLEVER BROTHERS,11,1,26,"('be', 'VB')",VB,be,be,VB,2
THE FOUR CLEVER BROTHERS,11,2,0,"('’', 'RB')",RB,’,,RB,1
THE FOUR CLEVER BROTHERS,11,2,1,"('Then', 'RB')",RB,Then,then,RB,4
THE FOUR CLEVER BROTHERS,11,2,2,"('there', 'EX')",EX,there,there,EX,5
THE FOUR CLEVER BROTHERS,11,2,3,"('arose', 'VB')",VB,arose,arose,VB,5
THE FOUR CLEVER BROTHERS,11,2,4,"('a', 'DT')",DT,a,a,DT,1
THE FOUR CLEVER BROTHERS,11,2,5,"('quarrel', 'NN')",NN,quarrel,quarrel,NN,7
THE FOUR CLEVER BROTHERS,11,2,6,"('between', 'IN')",IN,between,between,IN,7
THE FOUR CLEVER BROTHERS,11,2,7,"('them', 'PRP')",PRP,them,them,PR,4
THE FOUR CLEVER BROTHERS,11,3,0,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,11,3,1,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,3,2,"('star-gazer', 'NN')",NN,star-gazer,stargazer,NN,10
THE FOUR CLEVER BROTHERS,11,3,3,"('said', 'VBD')",VBD,said,said,VB,4
THE FOUR CLEVER BROTHERS,11,3,4,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,3,5,"('‘', 'VBP')",VBP,‘,,VB,1
THE FOUR CLEVER BROTHERS,11,3,6,"('If', 'IN')",IN,If,if,IN,2
THE FOUR CLEVER BROTHERS,11,3,7,"('I', 'PRP')",PRP,I,i,PR,1
THE FOUR CLEVER BROTHERS,11,3,8,"('had', 'VBD')",VBD,had,had,VB,3
THE FOUR CLEVER BROTHERS,11,3,9,"('not', 'RB')",RB,not,not,RB,3
THE FOUR CLEVER BROTHERS,11,3,10,"('found', 'VBN')",VBN,found,found,VB,5
THE FOUR CLEVER BROTHERS,11,3,11,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,3,12,"('princess', 'NN')",NN,princess,princess,NN,8
THE FOUR CLEVER BROTHERS,11,3,13,"('out', 'RP')",RP,out,out,RP,3
THE FOUR CLEVER BROTHERS,11,3,14,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,3,15,"('all', 'DT')",DT,all,all,DT,3
THE FOUR CLEVER BROTHERS,11,3,16,"('your', 'PRP$')",PRP$,your,your,PR,4
THE FOUR CLEVER BROTHERS,11,3,17,"('skill', 'NN')",NN,skill,skill,NN,5
THE FOUR CLEVER BROTHERS,11,3,18,"('would', 'MD')",MD,would,would,MD,5
THE FOUR CLEVER BROTHERS,11,3,19,"('have', 'VB')",VB,have,have,VB,4
THE FOUR CLEVER BROTHERS,11,3,20,"('been', 'VBN')",VBN,been,been,VB,4
THE FOUR CLEVER BROTHERS,11,3,21,"('of', 'IN')",IN,of,of,IN,2
THE FOUR CLEVER BROTHERS,11,3,22,"('no', 'DT')",DT,no,no,DT,2
THE FOUR CLEVER BROTHERS,11,3,23,"('use', 'NN')",NN,use,use,NN,3
THE FOUR CLEVER BROTHERS,11,4,0,"('therefore', 'RB')",RB,therefore,therefore,RB,9
THE FOUR CLEVER BROTHERS,11,4,1,"('she', 'PRP')",PRP,she,she,PR,3
THE FOUR CLEVER BROTHERS,11,4,2,"('ought', 'MD')",MD,ought,ought,MD,5
THE FOUR CLEVER BROTHERS,11,4,3,"('to', 'TO')",TO,to,to,TO,2
THE FOUR CLEVER BROTHERS,11,4,4,"('be', 'VB')",VB,be,be,VB,2
THE FOUR CLEVER BROTHERS,11,4,5,"('mine', 'JJ')",JJ,mine,mine,JJ,4
THE FOUR CLEVER BROTHERS,11,5,0,"('’', 'JJ')",JJ,’,,JJ,1
THE FOUR CLEVER BROTHERS,11,5,1,"('‘', 'VB')",VB,‘,,VB,1
THE FOUR CLEVER BROTHERS,11,5,2,"('Your', 'PRP$')",PRP$,Your,your,PR,4
THE FOUR CLEVER BROTHERS,11,5,3,"('seeing', 'VBG')",VBG,seeing,seeing,VB,6
THE FOUR CLEVER BROTHERS,11,5,4,"('her', 'PRP$')",PRP$,her,her,PR,3
THE FOUR CLEVER BROTHERS,11,5,5,"('would', 'MD')",MD,would,would,MD,5
THE FOUR CLEVER BROTHERS,11,5,6,"('have', 'VB')",VB,have,have,VB,4
THE FOUR CLEVER BROTHERS,11,5,7,"('been', 'VBN')",VBN,been,been,VB,4
THE FOUR CLEVER BROTHERS,11,5,8,"('of', 'IN')",IN,of,of,IN,2
THE FOUR CLEVER BROTHERS,11,5,9,"('no', 'DT')",DT,no,no,DT,2
THE FOUR CLEVER BROTHERS,11,5,10,"('use', 'NN')",NN,use,use,NN,3
THE FOUR CLEVER BROTHERS,11,5,11,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,5,12,"('’', 'NNP')",NNP,’,,NN,1
THE FOUR CLEVER BROTHERS,11,5,13,"('said', 'VBD')",VBD,said,said,VB,4
THE FOUR CLEVER BROTHERS,11,5,14,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,5,15,"('thief', 'NN')",NN,thief,thief,NN,5
THE FOUR CLEVER BROTHERS,11,5,16,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,5,17,"('‘', 'VBP')",VBP,‘,,VB,1
THE FOUR CLEVER BROTHERS,11,5,18,"('if', 'IN')",IN,if,if,IN,2
THE FOUR CLEVER BROTHERS,11,5,19,"('I', 'PRP')",PRP,I,i,PR,1
THE FOUR CLEVER BROTHERS,11,5,20,"('had', 'VBD')",VBD,had,had,VB,3
THE FOUR CLEVER BROTHERS,11,5,21,"('not', 'RB')",RB,not,not,RB,3
THE FOUR CLEVER BROTHERS,11,5,22,"('taken', 'VBN')",VBN,taken,taken,VB,5
THE FOUR CLEVER BROTHERS,11,5,23,"('her', 'PRP$')",PRP$,her,her,PR,3
THE FOUR CLEVER BROTHERS,11,5,24,"('away', 'RB')",RB,away,away,RB,4
THE FOUR CLEVER BROTHERS,11,5,25,"('from', 'IN')",IN,from,from,IN,4
THE FOUR CLEVER BROTHERS,11,5,26,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,5,27,"('dragon', 'NN')",NN,dragon,dragon,NN,6
THE FOUR CLEVER BROTHERS,11,6,0,"('therefore', 'RB')",RB,therefore,therefore,RB,9
THE FOUR CLEVER BROTHERS,11,6,1,"('she', 'PRP')",PRP,she,she,PR,3
THE FOUR CLEVER BROTHERS,11,6,2,"('ought', 'MD')",MD,ought,ought,MD,5
THE FOUR CLEVER BROTHERS,11,6,3,"('to', 'TO')",TO,to,to,TO,2
THE FOUR CLEVER BROTHERS,11,6,4,"('be', 'VB')",VB,be,be,VB,2
THE FOUR CLEVER BROTHERS,11,6,5,"('mine', 'JJ')",JJ,mine,mine,JJ,4
THE FOUR CLEVER BROTHERS,11,7,0,"('’', 'JJ')",JJ,’,,JJ,1
THE FOUR CLEVER BROTHERS,11,7,1,"('‘', 'NNP')",NNP,‘,,NN,1
THE FOUR CLEVER BROTHERS,11,7,2,"('No', 'NNP')",NNP,No,no,NN,2
THE FOUR CLEVER BROTHERS,11,7,3,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,7,4,"('she', 'PRP')",PRP,she,she,PR,3
THE FOUR CLEVER BROTHERS,11,7,5,"('is', 'VBZ')",VBZ,is,is,VB,2
THE FOUR CLEVER BROTHERS,11,7,6,"('mine', 'JJ')",JJ,mine,mine,JJ,4
THE FOUR CLEVER BROTHERS,11,7,7,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,7,8,"('’', 'NNP')",NNP,’,,NN,1
THE FOUR CLEVER BROTHERS,11,7,9,"('said', 'VBD')",VBD,said,said,VB,4
THE FOUR CLEVER BROTHERS,11,7,10,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,7,11,"('huntsman', 'NN')",NN,huntsman,huntsman,NN,8
THE FOUR CLEVER BROTHERS,11,8,0,"('‘', 'NN')",NN,‘,,NN,1
THE FOUR CLEVER BROTHERS,11,8,1,"('for', 'IN')",IN,for,for,IN,3
THE FOUR CLEVER BROTHERS,11,8,2,"('if', 'IN')",IN,if,if,IN,2
THE FOUR CLEVER BROTHERS,11,8,3,"('I', 'PRP')",PRP,I,i,PR,1
THE FOUR CLEVER BROTHERS,11,8,4,"('had', 'VBD')",VBD,had,had,VB,3
THE FOUR CLEVER BROTHERS,11,8,5,"('not', 'RB')",RB,not,not,RB,3
THE FOUR CLEVER BROTHERS,11,8,6,"('killed', 'VBN')",VBN,killed,killed,VB,6
THE FOUR CLEVER BROTHERS,11,8,7,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,8,8,"('dragon', 'NN')",NN,dragon,dragon,NN,6
THE FOUR CLEVER BROTHERS,11,8,9,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,8,10,"('he', 'PRP')",PRP,he,he,PR,2
THE FOUR CLEVER BROTHERS,11,8,11,"('would', 'MD')",MD,would,would,MD,5
THE FOUR CLEVER BROTHERS,11,8,12,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,8,13,"('after', 'IN')",IN,after,after,IN,5
THE FOUR CLEVER BROTHERS,11,8,14,"('all', 'DT')",DT,all,all,DT,3
THE FOUR CLEVER BROTHERS,11,8,15,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,8,16,"('have', 'VBP')",VBP,have,have,VB,4
THE FOUR CLEVER BROTHERS,11,8,17,"('torn', 'VBN')",VBN,torn,torn,VB,4
THE FOUR CLEVER BROTHERS,11,8,18,"('you', 'PRP')",PRP,you,you,PR,3
THE FOUR CLEVER BROTHERS,11,8,19,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,11,8,20,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,8,21,"('princess', 'NN')",NN,princess,princess,NN,8
THE FOUR CLEVER BROTHERS,11,8,22,"('into', 'IN')",IN,into,into,IN,4
THE FOUR CLEVER BROTHERS,11,8,23,"('pieces', 'NNS')",NNS,pieces,pieces,NN,6
THE FOUR CLEVER BROTHERS,11,9,0,"('’', 'JJ')",JJ,’,,JJ,1
THE FOUR CLEVER BROTHERS,11,9,1,"('‘', 'NN')",NN,‘,,NN,1
THE FOUR CLEVER BROTHERS,11,9,2,"('And', 'CC')",CC,And,and,CC,3
THE FOUR CLEVER BROTHERS,11,9,3,"('if', 'IN')",IN,if,if,IN,2
THE FOUR CLEVER BROTHERS,11,9,4,"('I', 'PRP')",PRP,I,i,PR,1
THE FOUR CLEVER BROTHERS,11,9,5,"('had', 'VBD')",VBD,had,had,VB,3
THE FOUR CLEVER BROTHERS,11,9,6,"('not', 'RB')",RB,not,not,RB,3
THE FOUR CLEVER BROTHERS,11,9,7,"('sewn', 'VBN')",VBN,sewn,sewn,VB,4
THE FOUR CLEVER BROTHERS,11,9,8,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,9,9,"('boat', 'NN')",NN,boat,boat,NN,4
THE FOUR CLEVER BROTHERS,11,9,10,"('together', 'RB')",RB,together,together,RB,8
THE FOUR CLEVER BROTHERS,11,9,11,"('again', 'RB')",RB,again,again,RB,5
THE FOUR CLEVER BROTHERS,11,9,12,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,9,13,"('’', 'NNP')",NNP,’,,NN,1
THE FOUR CLEVER BROTHERS,11,9,14,"('said', 'VBD')",VBD,said,said,VB,4
THE FOUR CLEVER BROTHERS,11,9,15,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,9,16,"('tailor', 'NN')",NN,tailor,tailor,NN,6
THE FOUR CLEVER BROTHERS,11,9,17,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,9,18,"('‘', 'NN')",NN,‘,,NN,1
THE FOUR CLEVER BROTHERS,11,9,19,"('you', 'PRP')",PRP,you,you,PR,3
THE FOUR CLEVER BROTHERS,11,9,20,"('would', 'MD')",MD,would,would,MD,5
THE FOUR CLEVER BROTHERS,11,9,21,"('all', 'DT')",DT,all,all,DT,3
THE FOUR CLEVER BROTHERS,11,9,22,"('have', 'VBP')",VBP,have,have,VB,4
THE FOUR CLEVER BROTHERS,11,9,23,"('been', 'VBN')",VBN,been,been,VB,4
THE FOUR CLEVER BROTHERS,11,9,24,"('drowned', 'VBN')",VBN,drowned,drowned,VB,7
THE FOUR CLEVER BROTHERS,11,9,25,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,9,26,"('therefore', 'IN')",IN,therefore,therefore,IN,9
THE FOUR CLEVER BROTHERS,11,9,27,"('she', 'PRP')",PRP,she,she,PR,3
THE FOUR CLEVER BROTHERS,11,9,28,"('is', 'VBZ')",VBZ,is,is,VB,2
THE FOUR CLEVER BROTHERS,11,9,29,"('mine', 'JJ')",JJ,mine,mine,JJ,4
THE FOUR CLEVER BROTHERS,11,10,0,"('’', 'NN')",NN,’,,NN,1
THE FOUR CLEVER BROTHERS,11,10,1,"('Then', 'RB')",RB,Then,then,RB,4
THE FOUR CLEVER BROTHERS,11,10,2,"('the', 'DT')",DT,the,the,DT,3
THE FOUR CLEVER BROTHERS,11,10,3,"('king', 'NN')",NN,king,king,NN,4
THE FOUR CLEVER BROTHERS,11,10,4,"('put', 'VBN')",VBN,put,put,VB,3
THE FOUR CLEVER BROTHERS,11,10,5,"('in', 'IN')",IN,in,in,IN,2
THE FOUR CLEVER BROTHERS,11,10,6,"('a', 'DT')",DT,a,a,DT,1
THE FOUR CLEVER BROTHERS,11,10,7,"('word', 'NN')",NN,word,word,NN,4
THE FOUR CLEVER BROTHERS,11,10,8,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,10,9,"('and', 'CC')",CC,and,and,CC,3
THE FOUR CLEVER BROTHERS,11,10,10,"('said', 'VBD')",VBD,said,said,VB,4
THE FOUR CLEVER BROTHERS,11,10,11,"(',', ',')",",",",",,",",1
THE FOUR CLEVER BROTHERS,11,10,12,"('‘', 'NNP')",NNP,‘,,NN,1
